uri,notation,label_es,label_en,label_pt
http://www.vocabularyserver.com/tbci/?tema=2056,,ns1:2056,automatic indexing,ns1:2056
http://www.vocabularyserver.com/tbci/?tema=2057,,"indización automática (UP indización por computador, precis)",ns1:2057,ns1:2057
http://www.vocabularyserver.com/tbci/?tema=2034,,ns1:2034,ns1:2034,indexação baseada em conceitos
http://www.vocabularyserver.com/tbci/?tema=2062,,ns1:2062,   description based indexing,ns1:2062
http://www.vocabularyserver.com/tbci/?tema=2035,,ns1:2035,ns1:2035,indexação baseada em conteúdos
http://www.vocabularyserver.com/tbci/?tema=2064,,ns1:2064, content based indexing,ns1:2064
http://www.vocabularyserver.com/tbci/?tema=1635,,ns1:1635,ns1:1635,indexação de assuntos
http://www.vocabularyserver.com/tbci/?tema=2067,,indización temática,ns1:2067,ns1:2067
http://www.vocabularyserver.com/tbci/?tema=2066,,ns1:2066,"subject indexing (UF content tagging, keyword tagging)",ns1:2066
http://www.vocabularyserver.com/tbci/?tema=551,,ns1:551,ns1:551,indexação de imagens
http://www.vocabularyserver.com/tbci/?tema=2072,,ns1:2072,image indexing,ns1:2072
http://www.vocabularyserver.com/tbci/?tema=2055,,ns1:2055,ns1:2055,indexação manual
http://www.vocabularyserver.com/tbci/?tema=2074,,ns1:2074,manual indexing (UF human indexing),ns1:2074
http://www.vocabularyserver.com/tbci/?tema=2069,,ns1:2069,ns1:2069,indexação ponderada
http://www.vocabularyserver.com/tbci/?tema=2075,,ns1:2075, probabilistic indexing,ns1:2075
http://www.vocabularyserver.com/tbci/?tema=1636,,ns1:1636,ns1:1636,indexação pós-coordenada
http://www.vocabularyserver.com/tbci/?tema=2078,,indización post-coordinada,ns1:2078,ns1:2078
http://www.vocabularyserver.com/tbci/?tema=2077,,ns1:2077,"postcoordinate indexing (UF coordinate indexing, uniterm indexing)",ns1:2077
http://www.vocabularyserver.com/tbci/?tema=2070,,ns1:2070,ns1:2070,indexação pré-coordenada
http://www.vocabularyserver.com/tbci/?tema=2080,,indización pre-coordinada,ns1:2080,ns1:2080
http://www.vocabularyserver.com/tbci/?tema=2079,,ns1:2079,precoordinate indexing,ns1:2079
http://www.vocabularyserver.com/tbci/?tema=1244,,ns1:1244,ns1:1244,indicadores
http://www.vocabularyserver.com/tbci/?tema=2082,,indicadores,ns1:2082,ns1:2082
http://www.vocabularyserver.com/tbci/?tema=2081,,ns1:2081,indicators (UF economic indicators),ns1:2081
http://www.vocabularyserver.com/tbci/?tema=2084,,ns1:2084,ns1:2084,indicadores de C&T
http://www.vocabularyserver.com/tbci/?tema=1036,,ns1:1036,ns1:1036,indicadores de facetas
http://www.vocabularyserver.com/tbci/?tema=2085,,ns1:2085,"node labels (UF facet indicators, guide terms)",ns1:2085
http://www.vocabularyserver.com/tbci/?tema=1637,,ns1:1637,ns1:1637,indicadores de função
http://www.vocabularyserver.com/tbci/?tema=2087,,indicadores de rol (UP indicadores de función),ns1:2087,ns1:2087
http://www.vocabularyserver.com/tbci/?tema=2086,,ns1:2086,role indicators,ns1:2086
http://www.vocabularyserver.com/tbci/?tema=2088,,ns1:2088,ns1:2088,índice de irrelevância
http://www.vocabularyserver.com/tbci/?tema=2089,,ns1:2089,fallout,ns1:2089
http://www.vocabularyserver.com/tbci/?tema=166,,ns1:166,ns1:166,índice h
http://www.vocabularyserver.com/tbci/?tema=543,,ns1:543,ns1:543,índices
http://www.vocabularyserver.com/tbci/?tema=2091,,índices,ns1:2091,ns1:2091
http://www.vocabularyserver.com/tbci/?tema=2090,,ns1:2090,information retrieval indexes,ns1:2090
http://www.vocabularyserver.com/tbci/?tema=2071,,ns1:2071,ns1:2071,índices de assunto
http://www.vocabularyserver.com/tbci/?tema=2097,,  índices temáticos,ns1:2097,ns1:2097
http://www.vocabularyserver.com/tbci/?tema=2096,,ns1:2096,  subject indexes,ns1:2096
http://www.vocabularyserver.com/tbci/?tema=2092,,ns1:2092,ns1:2092,índices de autor
http://www.vocabularyserver.com/tbci/?tema=2099,,ns1:2099,  author indexes,ns1:2099
http://www.vocabularyserver.com/tbci/?tema=2100,,  índices de autor,ns1:2100,ns1:2100
http://www.vocabularyserver.com/tbci/?tema=70,,ns1:70,ns1:70,índices de citações
http://www.vocabularyserver.com/tbci/?tema=2101,,ns1:2101,  citation indexes,ns1:2101
http://www.vocabularyserver.com/tbci/?tema=2102,,  índices de citas,ns1:2102,ns1:2102
http://www.vocabularyserver.com/tbci/?tema=2093,,ns1:2093,ns1:2093,índices de livros
http://www.vocabularyserver.com/tbci/?tema=2103,,ns1:2103,  book indexes (UF back of book indexes),ns1:2103
http://www.vocabularyserver.com/tbci/?tema=2094,,ns1:2094,ns1:2094,índices de periódicos
http://www.vocabularyserver.com/tbci/?tema=2106,,ns1:2106,  periodical indexes (UF journal indexes),ns1:2106
http://www.vocabularyserver.com/tbci/?tema=2058,,ns1:2058,ns1:2058,índices KWIC
http://www.vocabularyserver.com/tbci/?tema=2108,, índices KWIC,ns1:2108,ns1:2108
http://www.vocabularyserver.com/tbci/?tema=2107,,ns1:2107," KWIC indexes (UF keyword in context indexes, rotated term indexes)",ns1:2107
http://www.vocabularyserver.com/tbci/?tema=2059,,ns1:2059,ns1:2059,índices KWOC
http://www.vocabularyserver.com/tbci/?tema=2111,,índices KWOC,ns1:2111,ns1:2111
http://www.vocabularyserver.com/tbci/?tema=2110,,ns1:2110,KWOC indexes (UF keyword out of context indexes),ns1:2110
http://www.vocabularyserver.com/tbci/?tema=2095,,ns1:2095,ns1:2095,índices permutados
http://www.vocabularyserver.com/tbci/?tema=2113,,índices permutados,ns1:2113,ns1:2113
http://www.vocabularyserver.com/tbci/?tema=2112,,ns1:2112,permuted indexes (UF rotated indexes),ns1:2112
http://www.vocabularyserver.com/tbci/?tema=1236,,ns1:1236,ns1:1236,indústria da informação
http://www.vocabularyserver.com/tbci/?tema=2118,,industria de la información,ns1:2118,ns1:2118
http://www.vocabularyserver.com/tbci/?tema=2117,,ns1:2117,information industry,ns1:2117
http://www.vocabularyserver.com/tbci/?tema=462,,ns1:462,ns1:462,indústria editorial
http://www.vocabularyserver.com/tbci/?tema=2120,,"   publicación, industria editorial, comercio editorial",ns1:2120,ns1:2120
http://www.vocabularyserver.com/tbci/?tema=2119,,ns1:2119,   publishing,ns1:2119
http://www.vocabularyserver.com/tbci/?tema=48,,ns1:48,ns1:48,informação científica e tecnológica
http://www.vocabularyserver.com/tbci/?tema=2124,,"información científica, información científico-técnica",ns1:2124,ns1:2124
http://www.vocabularyserver.com/tbci/?tema=2123,,ns1:2123,"scientific and technical information (UF STI, technical information)",ns1:2123
http://www.vocabularyserver.com/tbci/?tema=1020,,ns1:1020,ns1:1020,informação confidencial
http://www.vocabularyserver.com/tbci/?tema=2127,,  información confidencial (UP documentos confidenciales),ns1:2127,ns1:2127
http://www.vocabularyserver.com/tbci/?tema=1245,,ns1:1245,ns1:1245,informação de domínio público
http://www.vocabularyserver.com/tbci/?tema=2130,,ns1:2130,  public domain information,ns1:2130
http://www.vocabularyserver.com/tbci/?tema=3115,4.,ns1:3115,ns1:3115,Informação e Conhecimento Estratégicos nas Organizações
http://www.vocabularyserver.com/tbci/?tema=1246,,ns1:1246,ns1:1246,informação espacial
http://www.vocabularyserver.com/tbci/?tema=2131,,ns1:2131,  spatial information,ns1:2131
http://www.vocabularyserver.com/tbci/?tema=1247,,ns1:1247,ns1:1247,informação estratégica
http://www.vocabularyserver.com/tbci/?tema=2132,,  información estratégica,ns1:2132,ns1:2132
http://www.vocabularyserver.com/tbci/?tema=561,,ns1:561,ns1:561,informação factual
http://www.vocabularyserver.com/tbci/?tema=2134,,  datos factuales (UP información factual),ns1:2134,ns1:2134
http://www.vocabularyserver.com/tbci/?tema=2133,,ns1:2133,  factual information,ns1:2133
http://www.vocabularyserver.com/tbci/?tema=1248,,ns1:1248,ns1:1248,informação financeira
http://www.vocabularyserver.com/tbci/?tema=2135,,ns1:2135,  financial information,ns1:2135
http://www.vocabularyserver.com/tbci/?tema=92,,ns1:92,ns1:92,informação governamental
http://www.vocabularyserver.com/tbci/?tema=2136,,ns1:2136,government information,ns1:2136
http://www.vocabularyserver.com/tbci/?tema=1249,,ns1:1249,ns1:1249,informação jurídica
http://www.vocabularyserver.com/tbci/?tema=2139,,ns1:2139,legal information,ns1:2139
http://www.vocabularyserver.com/tbci/?tema=1250,,ns1:1250,ns1:1250,informação para negócios
http://www.vocabularyserver.com/tbci/?tema=2141,,ns1:2141,business information,ns1:2141
http://www.vocabularyserver.com/tbci/?tema=2142,,información commercial,ns1:2142,ns1:2142
http://www.vocabularyserver.com/tbci/?tema=2143,,ns1:2143,ns1:2143,informetria
http://www.vocabularyserver.com/tbci/?tema=2145,,informetría,ns1:2145,ns1:2145
http://www.vocabularyserver.com/tbci/?tema=2144,,ns1:2144,"informetrics (UF cliometrics, infometrics)",ns1:2144
http://www.vocabularyserver.com/tbci/?tema=624,,ns1:624,ns1:624,infraestrutura de informação
http://www.vocabularyserver.com/tbci/?tema=2146,,ns1:2146,  information infrastructure,ns1:2146
http://www.vocabularyserver.com/tbci/?tema=1401,,ns1:1401,ns1:1401,inovação
http://www.vocabularyserver.com/tbci/?tema=2147,,ns1:2147,innovation (UF technological innovation),ns1:2147
http://www.vocabularyserver.com/tbci/?tema=2150,,ns1:2150,ns1:2150,instituições de ensino e pesquisa
http://www.vocabularyserver.com/tbci/?tema=1237,,ns1:1237,ns1:1237,institutos de pesquisa
http://www.vocabularyserver.com/tbci/?tema=1737,,ns1:1737,ns1:1737,instrumentalismo
http://www.vocabularyserver.com/tbci/?tema=101,,ns1:101,ns1:101,inteligência artificial
http://www.vocabularyserver.com/tbci/?tema=2155,,ns1:2155,artificial intelligence (UF computational intelligence),ns1:2155
http://www.vocabularyserver.com/tbci/?tema=2156,,inteligencia artificial,ns1:2156,ns1:2156
http://www.vocabularyserver.com/tbci/?tema=3119,,ns1:3119,ns1:3119,Inteligência Artificial e Engenharia do Conhecimento
http://www.vocabularyserver.com/tbci/?tema=135,,ns1:135,ns1:135,inteligência competitiva
http://www.vocabularyserver.com/tbci/?tema=2160,,ns1:2160,  competitive intelligence,ns1:2160
http://www.vocabularyserver.com/tbci/?tema=18,,ns1:18,ns1:18,interação homem-computador
http://www.vocabularyserver.com/tbci/?tema=2164,,comunicación hombre-máquina; interfaz computador-usuario,ns1:2164,ns1:2164
http://www.vocabularyserver.com/tbci/?tema=2163,,ns1:2163,"human computer interaction (UF computer human interaction, HCI)",ns1:2163
http://www.vocabularyserver.com/tbci/?tema=2165,,ns1:2165,ns1:2165,interação universidade-empresa
http://www.vocabularyserver.com/tbci/?tema=1864,,ns1:1864,ns1:1864,intercâmbio eletrônico de dados
http://www.vocabularyserver.com/tbci/?tema=2168,,ns1:2168,"electronic data interchange (UF data interchange, EDI)",ns1:2168
http://www.vocabularyserver.com/tbci/?tema=1763,,ns1:1763,ns1:1763,interdisciplinaridade
http://www.vocabularyserver.com/tbci/?tema=2170,,ns1:2170, interdisciplinarity,ns1:2170
http://www.vocabularyserver.com/tbci/?tema=1895,,ns1:1895,ns1:1895,Internet
http://www.vocabularyserver.com/tbci/?tema=2178,,Internet,ns1:2178,ns1:2178
http://www.vocabularyserver.com/tbci/?tema=2177,,ns1:2177,"Internet (UF cyberspace, information super highway)",ns1:2177
http://www.vocabularyserver.com/tbci/?tema=451,,ns1:451,ns1:451,interoperabilidade
http://www.vocabularyserver.com/tbci/?tema=2183,,ns1:2183,interoperability,ns1:2183
http://www.vocabularyserver.com/tbci/?tema=2184,,ns1:2184,ns1:2184,intranetes
http://www.vocabularyserver.com/tbci/?tema=2185,,ns1:2185, intranets,ns1:2185
http://www.vocabularyserver.com/tbci/?tema=2186,,intranet,ns1:2186,ns1:2186
http://www.vocabularyserver.com/tbci/?tema=1240,,ns1:1240,ns1:1240,inventário
http://www.vocabularyserver.com/tbci/?tema=2190,,inventários,ns1:2190,ns1:2190
http://www.vocabularyserver.com/tbci/?tema=2189,,ns1:2189,inventory,ns1:2189
http://www.vocabularyserver.com/tbci/?tema=2024,,ns1:2024,ns1:2024,ISBN
http://www.vocabularyserver.com/tbci/?tema=2191,,ns1:2191,ISBN (UF Internacional Standard Book Number),ns1:2191
http://www.vocabularyserver.com/tbci/?tema=2192,,ISBN (UP Número Internacional Normalizado para Libros),ns1:2192,ns1:2192
http://www.vocabularyserver.com/tbci/?tema=1828,,ns1:1828,ns1:1828,ISFN
http://www.vocabularyserver.com/tbci/?tema=2194,,ns1:2194,   ISFN (UF International Standard Film Number),ns1:2194
http://www.vocabularyserver.com/tbci/?tema=2025,,ns1:2025,ns1:2025,ISMN
http://www.vocabularyserver.com/tbci/?tema=2196,,ns1:2196,   ISMN (UF International Standard Music Number),ns1:2196
http://www.vocabularyserver.com/tbci/?tema=1966,,ns1:1966,ns1:1966,ISRC
http://www.vocabularyserver.com/tbci/?tema=2198,,ns1:2198,   ISRC (UF International Standard Record Code),ns1:2198
http://www.vocabularyserver.com/tbci/?tema=2026,,ns1:2026,ns1:2026,ISSN
http://www.vocabularyserver.com/tbci/?tema=2199,,ns1:2199,   ISSN (UF International Standard Serial Number),ns1:2199
http://www.vocabularyserver.com/tbci/?tema=2201,,ns1:2201,ns1:2201,jornais
http://www.vocabularyserver.com/tbci/?tema=2202,,ns1:2202,   newspapers,ns1:2202
http://www.vocabularyserver.com/tbci/?tema=2203,,  diarios,ns1:2203,ns1:2203
http://www.vocabularyserver.com/tbci/?tema=1457,,ns1:1457,ns1:1457,lei de Bradford
http://www.vocabularyserver.com/tbci/?tema=2205,,ns1:2205,Bradford's law,ns1:2205
http://www.vocabularyserver.com/tbci/?tema=2206,,ley de Bradford,ns1:2206,ns1:2206
http://www.vocabularyserver.com/tbci/?tema=471,,ns1:471,ns1:471,lei de Lotka
http://www.vocabularyserver.com/tbci/?tema=2208,,ley de Lotka,ns1:2208,ns1:2208
http://www.vocabularyserver.com/tbci/?tema=2207,,ns1:2207,Lotka's law,ns1:2207
http://www.vocabularyserver.com/tbci/?tema=1888,,ns1:1888,ns1:1888,lei de Zipf
http://www.vocabularyserver.com/tbci/?tema=2210,,"ley de Zipf (UP ley de Booths, Zipf)",ns1:2210,ns1:2210
http://www.vocabularyserver.com/tbci/?tema=2209,,ns1:2209,"Zipf's law (UF Pareto-Zipf law, Zipf-Mandelbrot law)",ns1:2209
http://www.vocabularyserver.com/tbci/?tema=581,,ns1:581,ns1:581,leis bibliométricas
http://www.vocabularyserver.com/tbci/?tema=2212,,ns1:2212,ns1:2212,leitores de mídia
http://www.vocabularyserver.com/tbci/?tema=2213,,ns1:2213,ns1:2213,letras
http://www.vocabularyserver.com/tbci/?tema=1061,,ns1:1061,ns1:1061,levantamentos
http://www.vocabularyserver.com/tbci/?tema=2215,,  encuestas,ns1:2215,ns1:2215
http://www.vocabularyserver.com/tbci/?tema=2214,,ns1:2214,  surveys,ns1:2214
http://www.vocabularyserver.com/tbci/?tema=887,,ns1:887,ns1:887,liberdade de pensamento
http://www.vocabularyserver.com/tbci/?tema=2218,,ns1:2218,"  intellectual freedom, freedom of speech",ns1:2218
http://www.vocabularyserver.com/tbci/?tema=2219,,  libertad intelectual,ns1:2219,ns1:2219
http://www.vocabularyserver.com/tbci/?tema=2222,,ns1:2222,ns1:2222,Library of Congress Subject Headings
http://www.vocabularyserver.com/tbci/?tema=2223,,ns1:2223,  Library of Congress Subject Headings,ns1:2223
http://www.vocabularyserver.com/tbci/?tema=2012,,ns1:2012,ns1:2012,linguagens de marcação
http://www.vocabularyserver.com/tbci/?tema=2228,,ns1:2228,markup languages,ns1:2228
http://www.vocabularyserver.com/tbci/?tema=2231,,ns1:2231,ns1:2231,linguagens de programação
http://www.vocabularyserver.com/tbci/?tema=2233,, lenguajes de programación,ns1:2233,ns1:2233
http://www.vocabularyserver.com/tbci/?tema=2232,,ns1:2232, programming languages (UF computer languages),ns1:2232
http://www.vocabularyserver.com/tbci/?tema=1260,,ns1:1260,ns1:1260,linguagens documentárias
http://www.vocabularyserver.com/tbci/?tema=2235,,ns1:2235, index languages; controlled vocabularies,ns1:2235
http://www.vocabularyserver.com/tbci/?tema=2236,, lenguajes de indización; vocabularios controlados,ns1:2236,ns1:2236
http://www.vocabularyserver.com/tbci/?tema=207,,ns1:207,ns1:207,linguística
http://www.vocabularyserver.com/tbci/?tema=2239,,ns1:2239, linguistics,ns1:2239
http://www.vocabularyserver.com/tbci/?tema=2240,, ling³ística,ns1:2240,ns1:2240
http://www.vocabularyserver.com/tbci/?tema=2060,,ns1:2060,ns1:2060,linguística computacional
http://www.vocabularyserver.com/tbci/?tema=2242,,ns1:2242,computational linguistics,ns1:2242
http://www.vocabularyserver.com/tbci/?tema=2243,,ling³ística computacional,ns1:2243,ns1:2243
http://www.vocabularyserver.com/tbci/?tema=285,,ns1:285,ns1:285,"linguística, letras e artes"
http://www.vocabularyserver.com/tbci/?tema=1534,,ns1:1534,ns1:1534,listas de autoridades
http://www.vocabularyserver.com/tbci/?tema=2246,,ns1:2246, authority files,ns1:2246
http://www.vocabularyserver.com/tbci/?tema=2247,," catálogos de autoridad (UP autoridad, listas de autoridad)",ns1:2247,ns1:2247
http://www.vocabularyserver.com/tbci/?tema=797,,ns1:797,ns1:797,listas de cabeçalhos de assunto
http://www.vocabularyserver.com/tbci/?tema=2249,,listas de encabezamientos de materia,ns1:2249,ns1:2249
http://www.vocabularyserver.com/tbci/?tema=2248,,ns1:2248,subject heading lists,ns1:2248
http://www.vocabularyserver.com/tbci/?tema=1535,,ns1:1535,ns1:1535,listas de palavras não-significativas
http://www.vocabularyserver.com/tbci/?tema=2251,,ns1:2251, stoplists (UF stop words),ns1:2251
http://www.vocabularyserver.com/tbci/?tema=2252,,palabras no-significativas,ns1:2252,ns1:2252
http://www.vocabularyserver.com/tbci/?tema=1536,,ns1:1536,ns1:1536,literatura básica
http://www.vocabularyserver.com/tbci/?tema=2255,,ns1:2255,   core literature,ns1:2255
http://www.vocabularyserver.com/tbci/?tema=2256,,"  collección básica (UP colección core, colección núcleo)",ns1:2256,ns1:2256
http://www.vocabularyserver.com/tbci/?tema=148,,ns1:148,ns1:148,literatura científica
http://www.vocabularyserver.com/tbci/?tema=2258,,literatura científica,ns1:2258,ns1:2258
http://www.vocabularyserver.com/tbci/?tema=2257,,ns1:2257,"primary literature (UF scholarly literature, scientific literature)",ns1:2257
http://www.vocabularyserver.com/tbci/?tema=1525,,ns1:1525,ns1:1525,literatura cinzenta
http://www.vocabularyserver.com/tbci/?tema=2259,,ns1:2259,   grey literature (UF near-published literature),ns1:2259
http://www.vocabularyserver.com/tbci/?tema=2260,,  literatura gris (UP documentos grises),ns1:2260,ns1:2260
http://www.vocabularyserver.com/tbci/?tema=444,,ns1:444,ns1:444,livros
http://www.vocabularyserver.com/tbci/?tema=2262,,ns1:2262,books,ns1:2262
http://www.vocabularyserver.com/tbci/?tema=2265,,ns1:2265,ns1:2265,livros eletrônicos
http://www.vocabularyserver.com/tbci/?tema=2266,,ns1:2266,electronic books (UF e-books),ns1:2266
http://www.vocabularyserver.com/tbci/?tema=2052,,ns1:2052,ns1:2052,livros raros
http://www.vocabularyserver.com/tbci/?tema=2268,,"libros antiquos, libros raros y curiosos",ns1:2268,ns1:2268
http://www.vocabularyserver.com/tbci/?tema=1832,,ns1:1832,ns1:1832,lógica
http://www.vocabularyserver.com/tbci/?tema=2270,,ns1:2270,logic,ns1:2270
http://www.vocabularyserver.com/tbci/?tema=765,,ns1:765,ns1:765,lógica booleana
http://www.vocabularyserver.com/tbci/?tema=2271,,ns1:2271,"Boolean logic (UF Boolean functions, logical operators)",ns1:2271
http://www.vocabularyserver.com/tbci/?tema=2272,,operadores booleanos (UP lógica booleana),ns1:2272,ns1:2272
http://www.vocabularyserver.com/tbci/?tema=1979,,ns1:1979,ns1:1979,manuais
http://www.vocabularyserver.com/tbci/?tema=2273,,ns1:2273,handbooks (UF manuals),ns1:2273
http://www.vocabularyserver.com/tbci/?tema=2274,,manuales,ns1:2274,ns1:2274
http://www.vocabularyserver.com/tbci/?tema=332,,ns1:332,ns1:332,manuscritos
http://www.vocabularyserver.com/tbci/?tema=2278,,ns1:2278,manuscripts,ns1:2278
http://www.vocabularyserver.com/tbci/?tema=2279,,manuscritos,ns1:2279,ns1:2279
http://www.vocabularyserver.com/tbci/?tema=428,,ns1:428,ns1:428,manutenção
http://www.vocabularyserver.com/tbci/?tema=2282,,ns1:2282,  maintenance,ns1:2282
http://www.vocabularyserver.com/tbci/?tema=1627,,ns1:1627,ns1:1627,manutenção de tesauros
http://www.vocabularyserver.com/tbci/?tema=2284,,  mantenimiento de tesauros (UP actualización de tesauros),ns1:2284,ns1:2284
http://www.vocabularyserver.com/tbci/?tema=2283,,ns1:2283,  thesaurus management (UF thesaurus updating),ns1:2283
http://www.vocabularyserver.com/tbci/?tema=423,,ns1:423,ns1:423,manutenibilidade
http://www.vocabularyserver.com/tbci/?tema=2280,,ns1:2280,maintainability,ns1:2280
http://www.vocabularyserver.com/tbci/?tema=406,,ns1:406,ns1:406,mapas
http://www.vocabularyserver.com/tbci/?tema=2286,,  mapas,ns1:2286,ns1:2286
http://www.vocabularyserver.com/tbci/?tema=2285,,ns1:2285,  maps,ns1:2285
http://www.vocabularyserver.com/tbci/?tema=407,,ns1:407,ns1:407,mapotecas
http://www.vocabularyserver.com/tbci/?tema=2287,,"  mapotecas (UP bibliotecas de mapas, colección de mapas)",ns1:2287,ns1:2287
http://www.vocabularyserver.com/tbci/?tema=401,,ns1:401,ns1:401,marketing
http://www.vocabularyserver.com/tbci/?tema=2289,,ns1:2289,  marketing,ns1:2289
http://www.vocabularyserver.com/tbci/?tema=2290,,  mercadeo,ns1:2290,ns1:2290
http://www.vocabularyserver.com/tbci/?tema=2291,,ns1:2291,ns1:2291,marketing da informação
http://www.vocabularyserver.com/tbci/?tema=2294,,mercadeo de la información,ns1:2294,ns1:2294
http://www.vocabularyserver.com/tbci/?tema=961,,ns1:961,ns1:961,matemática
http://www.vocabularyserver.com/tbci/?tema=2295,,ns1:2295,  mathematics,ns1:2295
http://www.vocabularyserver.com/tbci/?tema=1738,,ns1:1738,ns1:1738,materialismo
http://www.vocabularyserver.com/tbci/?tema=2299,,ns1:2299,ns1:2299,materialismo dialético
http://www.vocabularyserver.com/tbci/?tema=2300,,ns1:2300,ns1:2300,materialismo histórico
http://www.vocabularyserver.com/tbci/?tema=779,,ns1:779,ns1:779,mecanismos de busca
http://www.vocabularyserver.com/tbci/?tema=2302,,motores de búsqueda,ns1:2302,ns1:2302
http://www.vocabularyserver.com/tbci/?tema=2301,,ns1:2301,search engines (UF Google),ns1:2301
http://www.vocabularyserver.com/tbci/?tema=689,,ns1:689,ns1:689,medicina
http://www.vocabularyserver.com/tbci/?tema=2308,,ns1:2308,  medical science,ns1:2308
http://www.vocabularyserver.com/tbci/?tema=937,,ns1:937,ns1:937,medicina veterinária
http://www.vocabularyserver.com/tbci/?tema=496,,ns1:496,ns1:496,medidas de avaliação de sistemas de recuperação da informação
http://www.vocabularyserver.com/tbci/?tema=2309,,ns1:2309,ns1:2309,meios de comunicação de massa
http://www.vocabularyserver.com/tbci/?tema=2310,,ns1:2310,  mass media (UF mass communications),ns1:2310
http://www.vocabularyserver.com/tbci/?tema=2311,,  medios de comunicación,ns1:2311,ns1:2311
http://www.vocabularyserver.com/tbci/?tema=2316,,ns1:2316,ns1:2316,mensagens multimídia
http://www.vocabularyserver.com/tbci/?tema=2317,,ns1:2317,  text messaging,ns1:2317
http://www.vocabularyserver.com/tbci/?tema=1871,,ns1:1871,ns1:1871,mercado de trabalho
http://www.vocabularyserver.com/tbci/?tema=2322,,mercado laboral (UP mercado del trabajo),ns1:2322,ns1:2322
http://www.vocabularyserver.com/tbci/?tema=780,,ns1:780,ns1:780,metabuscadores
http://www.vocabularyserver.com/tbci/?tema=2325,,ns1:2325,meta search engines,ns1:2325
http://www.vocabularyserver.com/tbci/?tema=755,,ns1:755,ns1:755,metabuscas
http://www.vocabularyserver.com/tbci/?tema=2327,,ns1:2327,federated searching,ns1:2327
http://www.vocabularyserver.com/tbci/?tema=533,,ns1:533,ns1:533,metadados
http://www.vocabularyserver.com/tbci/?tema=2328,,ns1:2328,"metadata (UF metatags, semantic headers)",ns1:2328
http://www.vocabularyserver.com/tbci/?tema=2329,,metadatos,ns1:2329,ns1:2329
http://www.vocabularyserver.com/tbci/?tema=2330,,ns1:2330,ns1:2330,metadados administrativos
http://www.vocabularyserver.com/tbci/?tema=1423,,ns1:1423,ns1:1423,metadados de direitos
http://www.vocabularyserver.com/tbci/?tema=2332,,ns1:2332,ns1:2332,metadados de preservação
http://www.vocabularyserver.com/tbci/?tema=1356,,ns1:1356,ns1:1356,metadados descritivos
http://www.vocabularyserver.com/tbci/?tema=2331,,ns1:2331,ns1:2331,metadados estruturais
http://www.vocabularyserver.com/tbci/?tema=2334,,ns1:2334,ns1:2334,Metadata Encoding and Transmission Standard
http://www.vocabularyserver.com/tbci/?tema=2337,,ns1:2337,ns1:2337,método do caminho crítico
http://www.vocabularyserver.com/tbci/?tema=2338,,ns1:2338, critical path method (UF CPM),ns1:2338
http://www.vocabularyserver.com/tbci/?tema=2339,,CPM (UP método de trayectoria crítica),ns1:2339,ns1:2339
http://www.vocabularyserver.com/tbci/?tema=175,,ns1:175,ns1:175,métodos de análise na inteligência competitiva
http://www.vocabularyserver.com/tbci/?tema=1774,,ns1:1774,ns1:1774,métodos de pesquisa
http://www.vocabularyserver.com/tbci/?tema=2345,,métodos de investigación (UP método científico),ns1:2345,ns1:2345
http://www.vocabularyserver.com/tbci/?tema=2344,,ns1:2344,research methods,ns1:2344
http://www.vocabularyserver.com/tbci/?tema=151,,ns1:151,ns1:151,métodos de pesquisa e análise
http://www.vocabularyserver.com/tbci/?tema=2349,,ns1:2349, research and analytic methods,ns1:2349
http://www.vocabularyserver.com/tbci/?tema=2351,,ns1:2351,ns1:2351,métodos de previsão
http://www.vocabularyserver.com/tbci/?tema=2355,,ns1:2355,"forecasting (UF future, prediction)",ns1:2355
http://www.vocabularyserver.com/tbci/?tema=212,,ns1:212,ns1:212,métodos matemáticos e estatísticos
http://www.vocabularyserver.com/tbci/?tema=2359,,  análisis estadístico,ns1:2359,ns1:2359
http://www.vocabularyserver.com/tbci/?tema=2358,,ns1:2358,"  mathematical methods, statistical methods",ns1:2358
http://www.vocabularyserver.com/tbci/?tema=580,,ns1:580,ns1:580,metrias da informação e comunicação
http://www.vocabularyserver.com/tbci/?tema=2361,,  estúdios métricos de la información,ns1:2361,ns1:2361
http://www.vocabularyserver.com/tbci/?tema=2360,,ns1:2360,  measurement (UF metrics),ns1:2360
http://www.vocabularyserver.com/tbci/?tema=947,,ns1:947,ns1:947,microbiologia
http://www.vocabularyserver.com/tbci/?tema=1124,,ns1:1124,ns1:1124,microcomputadores
http://www.vocabularyserver.com/tbci/?tema=2364,,  microcomputadores,ns1:2364,ns1:2364
http://www.vocabularyserver.com/tbci/?tema=2363,,ns1:2363,  microcomputers,ns1:2363
http://www.vocabularyserver.com/tbci/?tema=2365,,ns1:2365,ns1:2365,microfichas
http://www.vocabularyserver.com/tbci/?tema=2367,,  microfichas,ns1:2367,ns1:2367
http://www.vocabularyserver.com/tbci/?tema=2366,,ns1:2366,  microfiche,ns1:2366
http://www.vocabularyserver.com/tbci/?tema=1463,,ns1:1463,ns1:1463,microfilmagem
http://www.vocabularyserver.com/tbci/?tema=2368,,  microfilmación,ns1:2368,ns1:2368
http://www.vocabularyserver.com/tbci/?tema=2369,,ns1:2369,ns1:2369,microfilmes
http://www.vocabularyserver.com/tbci/?tema=2370,,ns1:2370,microfilm,ns1:2370
